	domain	phylum	category	COG0085_score	PF09723.9	PF06677.11	PF04561.13	PF04565.15	PF12760.6	PF01551.21	PF07697.10	PF13240.5	PF02132.14	PF14319.5	PF02318.15	PF11181.7	PF07295.10	PF12773.6	TIGR03831	PF07282.10	TIGR04165	PF10080.8	PF08792.9	PF08772.10	TIGR02605	TIGR02386	TIGR02384	PF04563.14	TIGR02388	PF04560.19	PF09297.10	TIGR02013	qlen	PF13597.5	PF00364.21	TIGR03670	PF14803.5	PF03604.12	PF04567.16	PF00562.27	PF08271.11	PF06883.11	PF10385.8	PF13375.5	PF04566.12	PF13248.5	PF13533.5
LCTF01000011.1_53	Archaea	TACK group	BH	1014.3	0	0	83.7	101.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.6	0	103.3	0	384.0	1132	0	0	950.4	0	0	39.1	434.4	0	0	0	0	73.9	0	0
LCWM01000009.1_43	Archaea	TACK group	NH	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCWM01000027.1_13	Archaea	TACK group	BH	1066.1	0	0	109.0	96.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.8	0	107.4	0	386.0	1142	0	0	992.8	0	0	37.5	440.8	0	0	0	0	71.6	0	0
LCWN01000003.1_54	Archaea	TACK group	BH	1031.9	0	0	89.6	93.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.7	0	96.7	0	358.3	1128	0	0	986.9	0	0	36.0	439.8	0	0	14.8	0	79.0	0	0
LDXU01000005.1_103	Bacteria	FCB group	BH	2056.5	0	0	113.1	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.7	0	91.6	0	1829.0	1261	0	0	275.2	0	0	0	550.7	0	0	95.1	0	0	0	18.9
LDXW01000011.1_15	Bacteria	FCB group	BH	2056.1	0	0	112.6	104.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6	0	97.7	0	91.5	0	1833.0	1261	0	0	277.1	0	0	0	549.2	0	0	99.4	0	0	0	19.8
LDXX01000002.1_34	Bacteria	FCB group	BH	2058.8	0	0	104.8	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3	0	96.7	0	91.6	0	1827.9	1261	0	12.9	274.5	0	0	0	548.5	0	0	97.5	0	0	0	20.9
LDXY01000017.1_24	Bacteria	FCB group	BH	2060.8	0	0	104.6	104.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2	0	97.5	0	91.6	0	1830.0	1261	0	13.6	274.4	0	0	0	548.7	0	0	97.5	0	0	0	20.6
LFEW01000004.1_8	Archaea	TACK group	BH	965.3	0	0	77.4	94.5	0	0	0	0	0	0	12.9	0	0	0	0	11.6	0	0	0	0	0	0	0	161.7	0	111.7	0	353.9	1117	0	0	866.0	0	0	33.9	415.1	0	0	0	0	63.8	0	0
LFLA01000005.1_17	Bacteria	Nitrospinae/Tectomicrobia group	BH	2032.3	0	0	90.6	107.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	74.5	0	93.6	0	1773.3	1406	0	0	257.0	0	0	0	534.1	0	0	75.7	0	0	0	0
LFRP01000016.1_34	Archaea	Euryarchaeota	BH	988.2	0	0	102.2	85.9	0	0	0	0	0	0	0	11.5	15.5	0	0	0	0	0	0	0	0	0	0	175.6	0	97.3	7.7	323.2	1135	0	0	1034.7	11.8	0	46.2	417.7	0	0	12.5	0	81.4	0	0
LFRW01000033.1_19	Archaea	Euryarchaeota	BH	989.4	8.3	0	94.8	89.8	0	0	0	0	0	0	0	0	0	9.1	0	16.6	0	0	0	0	0	0	0	121.8	0	95.7	0	336.0	1199	0	0	979.7	0	0	50.5	426.6	0	0	0	0	69.6	10.6	0
LIUI01000018.1_29	Bacteria	FCB group	BH	1861.5	0	0	66.7	99.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.4	0	86.5	0	1614.0	1426	0	0	235.6	0	0	0	513.6	0	0	58.1	0	0	0	0
LIUK01000042.1_4	Bacteria	FCB group	BH	1881.3	0	0	68.4	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.6	11.3	88.2	0	1628.2	1424	0	0	247.3	0	0	0	511.8	0	0	49.9	0	0	0	0
LIUL01000074.1_2	Bacteria	FCB group	BH	1862	0	0	69.7	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.4	8.9	77.3	0	1611.2	1422	0	0	246.7	0	0	0	509.2	0	0	48.1	0	0	0	0
LIUM01000042.1_7	Bacteria	FCB group	BH	1891	0	0	78.5	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	0	94.9	13.1	85.8	0	1633.9	1411	0	0	244.3	0	0	0	510.2	0	0	47.6	0	0	0	0
LK053000.1_1675	Archaea	Euryarchaeota	BH	956.4	0	0	95.6	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.4	0	86.8	0	334.3	1130	0	0	1002.2	0	0	38.0	427.9	0	0	0	0	78.4	0	0
LKIR01000139.1_103	Archaea	Euryarchaeota	BH	936.1	0	0	95.0	85.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.6	0	84.3	0	326.4	1130	0	0	1000.7	0	0	34.2	427.7	0	0	0	0	77.0	0	0
LKML01000041.1_6	Archaea	Euryarchaeota	BH	946	0	0	92.4	85.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.2	0	85.8	0	327.1	1130	0	0	995.0	0	0	35.1	425.3	0	0	0	0	79.7	0	0
LKMN01000017.1_9	Archaea	DPANN group	BH	782.8	0	0	59.0	76.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	151.5	0	70.4	0	319.0	1084	0	0	814.9	0	0	33.8	390.7	0	0	10.4	0	58.5	0	0
LKMO01000005.1_18	Archaea	DPANN group	BH	733.6	0	0	55.5	76.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	90.9	0	73.4	0	302.7	1004	0	0	817.2	0	0	33.5	390.0	0	0	0	0	62.0	0	0
LKMP01000009.1_32	Archaea	DPANN group	BH	818.6	0	13.7	69.8	77.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.1	0	76.2	0	338.3	1081	0	0	811.9	0	0	29.4	389.4	0	0	16.5	0	67.4	10.7	0
LKMQ01000016.1_13	Archaea	DPANN group	NH	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	178.5	289	0	0	394.2	0	0	0	261.2	0	0	0	0	0	0	0
LKMQ01000021.1_1	Archaea	DPANN group	NH	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6	278	0	0	339.5	0	0	23.7	97.3	0	0	11.6	0	68.0	0	0
LKMQ01000021.1_2	Archaea	DPANN group	NH	269.3	0	0	70.2	87.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.9	0	0	0	108.7	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LKMS01000056.1_3	Archaea	Euryarchaeota	BH	947.6	0	0	93.2	85.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.7	0	87.4	0	326.6	1130	0	0	993.4	0	0	38.9	427.4	0	0	0	0	74.3	0	0
LKMV01000002.1_13	Archaea	DPANN group	BH	791.3	0	0	59.1	84.5	0	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	158.5	0	57.4	0	324.0	1085	0	0	801.5	0	0	37.9	392.4	0	0	0	0	67.7	0	0
LKMW01000026.1_8	Archaea	DPANN group	BH	782.8	0	0	59.0	76.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	151.5	0	70.4	0	319.0	1084	0	0	814.9	0	0	33.8	390.7	0	0	10.4	0	58.5	0	0
LKMX01000009.1_7	Archaea	DPANN group	BH	822	0	12.3	70.1	77.7	0	0	0	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.3	0	76.3	0	334.9	1081	9.4	0	817.7	0	0	25.4	390.7	0	0	16.1	0	69.1	10.6	0
LKND01000056.1_17	Archaea	Euryarchaeota	BH	958.9	0	0	90.3	84.9	0	0	0	0	0	0	0	0	0	0	0	13.3	0	0	0	12.2	0	0	0	169.3	0	105.3	9.8	330.1	1133	0	0	1027.4	0	0	34.9	426.9	0	0	0	0	74.2	0	0
LKNF01000036.1_10	Archaea	Euryarchaeota	BH	953.3	0	0	90.9	84.8	0	0	0	0	0	0	0	0	0	0	0	13.8	0	0	0	0	0	0	0	168.9	0	104.3	0	326.2	1133	0	0	1023.6	0	0	35.8	422.2	0	0	0	0	75.0	0	0
LKNH01000136.1_1	Archaea	Euryarchaeota	NH	460.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4	0	0	0	0	0	0	0	0	0	106.3	0	183.8	322	0	0	554.7	0	0	0	293.5	0	0	0	0	0	0	0
LM997411.1_1606	Bacteria	PVC group	BH	2014.3	0	0	89.6	103.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	87.8	0	1748.5	1290	0	0	291.5	0	0	0	544.4	0	0	83.6	0	0	0	14.6
LOAJ01000001.1_514	Archaea	Euryarchaeota	BH	935.7	0	0	89.0	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.1	0	84.0	0	325.2	1130	0	0	990.4	0	0	36.9	424.5	0	0	0	0	76.3	0	0
LOEP01000016.1_209	Archaea	Euryarchaeota	BH	956.8	0	0	95.6	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.4	0	86.7	0	334.8	1130	0	0	1003.9	0	0	35.8	427.9	0	0	0	0	77.9	0	0
LPRC01000003.1_55	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LPRL01000001.1_1045	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LPRM01000002.1_826	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LPRN01000001.1_618	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LPRO01000001.1_656	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LPRP01000003.1_826	Archaea	TACK group	BH	1035.1	0	0	150.6	87.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2	0	102.0	0	324.6	1127	0	0	1034.4	0	0	39.7	423.0	0	0	0	0	78.4	0	0
LQMW01000019.1_104	Archaea	TACK group	BH	969.2	0	0	83.6	95.6	0	0	0	0	10.1	0	12.9	0	0	0	0	12.1	0	0	0	0	0	0	0	164.3	0	111.2	0	352.6	1116	0	0	872.6	0	0	34.4	414.3	0	0	0	0	66.1	0	0
LT632322.1_1249	Bacteria	Terrabacteria group	BH	2071.9	0	0	96.7	103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.0	28.5	97.0	0	1682.3	1259	0	0	271.5	0	0	0	542.2	0	0	78.5	12.4	0	0	0
LT635475.1_1587	Bacteria	Terrabacteria group	BH	2112.8	0	0	100.2	103.4	0	12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.4	0	96.5	0	1699.7	1230	0	0	282.9	0	0	0	555.6	0	0	82.4	0	0	0	0
LT635479.1_2631	Bacteria	Terrabacteria group	BH	2153.6	0	0	94.9	105.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1	0	88.2	0	95.3	0	1698.7	1288	0	0	259.4	0	0	0	543.4	0	0	87.8	0	0	0	0
LT635480.1_935	Bacteria	Terrabacteria group	BH	2055.7	0	0	104.3	102.5	0	10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0	84.6	16.8	95.5	0	1675.2	1251	0	14.0	274.6	0	0	0	532.7	0	0	84.1	0	0	0	15.2
LT635772.1_54	Bacteria	Terrabacteria group	BH	2072.2	0	0	103.1	105.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.4	0	96.2	0	1667.9	1231	0	0	266.3	0	0	0	529.7	0	0	84.3	0	0	0	0
LT700187.1_1514	Bacteria	Terrabacteria group	BH	2168.1	0	0	105.7	104.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.4	0	96.4	0	1769.2	1258	0	0	291.8	0	0	0	561.0	0	0	90.1	0	0	0	0
LT700188.1_1110	Bacteria	Terrabacteria group	BH	2136.9	0	0	108.1	105.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.3	0	93.5	0	1725.9	1325	0	0	257.6	0	0	0	537.8	0	0	76.9	0	0	0	0
LT900217.1_1968	Bacteria	Terrabacteria group	BH	2074.8	0	0	110.4	101.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.8	0	86.0	0	1680.8	1180	0	0	258.0	0	0	0	521.2	0	0	83.7	0	0	0	8.9
LUPB01000001.1_8	Archaea	TACK group	NH	542.7	0	0	89.4	98.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.5	0	0	0	172.9	836	0	0	408.2	0	0	33.2	138.1	0	0	0	0	65.4	0	0
LUPB01000039.1_35	Archaea	TACK group	NH	575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	0	16.9	0	0	0	0	0	0	0	102.0	0	231.7	420	0	0	655.2	0	0	0	382.4	0	0	0	0	0	0	0
LURQ01000003.1_6	Archaea	Euryarchaeota	BH	874.9	0	0	72.2	90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.7	0	95.0	0	298.3	1196	0	0	874.9	0	0	47.0	366.8	0	0	0	0	71.0	0	0
LURV01000033.1_7	Archaea	Euryarchaeota	BH	831.9	0	0	80.3	90.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0	0	94.1	0	282.4	1175	0	0	880.0	0	0	45.5	372.4	0	0	0	0	69.4	0	0
LURX01000065.1_9	Archaea	Euryarchaeota	BH	889.5	0	0	72.2	90.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.0	0	94.9	0	300.1	1231	0	0	877.0	0	0	46.9	368.0	0	0	0	0	70.9	0	0
LURY01000111.1_1	Archaea	Euryarchaeota	BH	807	0	0	72.4	91.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6	0	95.2	0	280.6	1034	0	0	874.8	0	0	47.3	367.4	0	0	0	0	71.2	0	0
LURZ01000038.1_19	Archaea	Euryarchaeota	BH	850.7	0	0	72.2	90.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.0	0	94.9	0	275.0	1224	0	0	845.2	0	0	47.0	339.4	0	0	0	0	70.9	0	0
LUSA01000033.1_2	Archaea	Euryarchaeota	BH	877.1	0	0	72.1	90.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.2	0	95.0	0	297.3	1196	0	0	804.7	0	0	0	365.2	0	0	0	0	68.8	0	0
LUYE01000015.1_45	Archaea	Euryarchaeota	BH	970.8	0	9.6	92.4	90.6	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.3	0	103.6	9.3	325.0	1100	0	0	994.0	0	0	39.0	409.4	0	0	0	0	75.3	0	0
LVAD01000042.1_7	Bacteria	FCB group	BH	1891	0	0	78.5	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	0	94.9	13.1	85.8	0	1633.9	1411	0	0	244.3	0	0	0	510.2	0	0	47.6	0	0	0	0
LVAE01000005.1_4	Bacteria	FCB group	BH	1881.3	0	0	68.4	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.6	11.3	88.2	0	1628.2	1424	0	0	247.3	0	0	0	511.8	0	0	49.9	0	0	0	0
LVAF01000074.1_2	Bacteria	FCB group	BH	1862	0	0	69.7	105.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.4	8.9	77.3	0	1611.2	1422	0	0	246.7	0	0	0	509.2	0	0	48.1	0	0	0	0
MAGS01000088.1_21	Archaea	TACK group	BH	1013.2	0	11.2	108.8	95.6	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2	0	0	0	0	0	189.8	0	109.8	0	344.9	1110	0	0	972.6	0	0	45.1	432.2	0	0	13.3	0	52.5	0	0
MAGT01000006.1_44	Archaea	TACK group	BH	1013.2	0	11.2	108.8	95.6	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2	0	0	0	0	0	189.8	0	109.8	0	344.9	1110	0	0	972.6	0	0	45.1	432.2	0	0	13.3	0	52.5	0	0
MAGU01000037.1_6	Archaea	TACK group	BH	1031.7	0	12.2	115.1	97.4	0	0	0	0	0	12.1	0	0	0	0	0	0	0	12.8	0	13.0	0	0	0	188.3	0	108.4	0	356.3	1110	0	0	982.6	10.7	0	44.0	435.3	0	0	12.7	0	61.2	8.1	0
MAGV01000034.1_10	Archaea	TACK group	BH	1042.7	0	10.1	123.1	97.7	0	0	0	0	0	0	0	0	0	0	0	11.4	0	0	0	0	0	0	0	192.7	0	112.6	0	364.1	1105	0	0	1009.8	12.6	0	42.7	438.0	10.6	0	16.4	0	75.8	0	0
MBKP01000021.1_43	Archaea	Euryarchaeota	BH	965.8	0	10.9	84.2	91.3	0	0	0	0	0	0	0	0	15.4	0	0	0	0	0	0	0	0	0	0	168.2	0	104.5	11.6	323.6	1122	0	0	986.6	12.1	0	31.1	410.7	0	0	0	0	75.0	0	0
MDWE01000037.1_71	Bacteria	Balneolaeota	BH	1983.2	0	0	111.0	101.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.2	0	85.5	0	1843.0	1272	0	0	269.7	0	0	0	522.6	0	0	81.9	0	0	0	0
MJCD01000010.1_39	Archaea	Euryarchaeota	BH	928.7	0	0	89.3	84.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.5	0	84.0	0	324.0	1130	0	0	994.5	0	0	35.6	422.6	0	0	0	0	75.9	0	0
MKFG01000007.1_82	Archaea	Euryarchaeota	BH	928.7	0	0	89.3	84.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.5	0	84.0	0	324.0	1130	0	0	994.5	0	0	35.6	422.6	0	0	0	0	75.9	0	0
MPNJ01000005.1_233	Bacteria	Nitrospinae/Tectomicrobia group	BH	2127.2	0	0	117.3	106.4	0	13.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1	0	116.2	0	90.1	0	1841.0	1349	0	0	265.0	0	0	0	555.1	0	0	84.2	0	0	0	0
MSGU01000079.1_13	Archaea	Euryarchaeota	BH	956.7	0	9.4	68.8	90.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.6	0	105.7	0	328.6	1150	0	0	946.9	0	0	31.1	436.4	5.8	0	0	0	70.2	0	0
MTLP01000031.1_32	Archaea	Euryarchaeota	BH	1088.6	0	15.9	132.9	104.3	0	0	0	5.3	11.3	0	0	0	0	0	15.6	0	12.7	0	0	11.8	0	0	0	185.3	0	104.9	0	343.9	1119	11.3	0	1060.7	0	0	41.1	443.5	11.9	0	0	0	69.7	0	0
MTLQ01000001.1_1	Archaea	Euryarchaeota	NH	252.5	11.7	0	0	0	0	0	0	0	0	14.3	0	0	12.4	0	0	0	0	0	12.6	0	8.4	0	0	0	0	97.4	0	104.3	181	0	0	292.7	0	0	0	100.7	12.6	0	0	0	0	0	0
MTLQ01000126.1_1	Archaea	Euryarchaeota	BH	1030.1	0	0	99.2	95.4	0	0	0	0	0	11.4	0	0	0	0	0	0	0	0	9.6	0	0	0	0	184.8	0	93.6	0	337.8	1110	0	0	1022.5	0	0	45.5	432.2	0	0	15.2	0	75.0	0	0
MTLX01000013.1_34	Archaea	TACK group	BH	1019.1	0	0	101.5	94.1	0	0	0	0	0	0	16.3	0	0	0	0	14.8	0	0	0	0	0	0	0	175.8	0	110.1	0	351.0	1117	0	0	983.5	0	0	48.5	435.9	0	0	13.0	0	64.9	0	0
MTMA01000001.1_285	Archaea	TACK group	BH	895.2	0	0	88.4	97.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.1	0	83.5	0	360.1	1129	0	0	865.3	0	0	27.2	407.5	0	0	0	0	56.4	0	0
MTMB01000003.1_10	Archaea	TACK group	BH	877.1	0	0	127.9	92.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.8	0	84.8	0	343.9	1133	0	0	857.7	0	0	29.2	410.4	0	0	0	0	53.9	0	0
MTMF01000021.1_56	Archaea	Euryarchaeota	BH	1021.2	0	11.2	118.9	93.4	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	168.7	0	108.2	0	358.7	1097	0	0	1029.6	0	0	43.3	439.7	0	0	0	0	78.0	0	0
MTMG01000002.1_16	Archaea	Euryarchaeota	BH	1013	0	0	103.8	89.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.7	0	104.0	0	354.2	1105	0	0	1017.7	0	0	50.0	433.2	0	0	15.8	0	87.9	0	0
MTMJ01000041.1_17	Archaea	Euryarchaeota	BH	1017.8	0	0	103.3	90.9	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	0	0	0	0	0	156.3	0	111.9	0	333.4	1102	0	0	1013.6	0	0	31.8	426.1	0	0	0	0	82.9	0	0
MTMK01000002.1_20	Archaea	Euryarchaeota	BH	1017.8	0	0	103.3	90.9	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	0	0	0	0	0	156.3	0	111.9	0	333.4	1102	0	0	1013.6	0	0	31.8	426.1	0	0	0	0	82.9	0	0
MTMV01000067.1_37	Archaea	Euryarchaeota	BH	1018.7	0	0	101.3	92.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.1	0	108.6	0	334.6	1112	0	0	1011.3	0	0	33.8	422.9	0	0	0	0	82.8	0	0
MTMW01000156.1_4	Archaea	Euryarchaeota	BH	1018.7	0	0	101.3	92.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.1	0	108.6	0	334.6	1112	0	0	1011.3	0	0	33.8	422.9	0	0	0	0	82.8	0	0
MTND01000018.1_104	Archaea	Euryarchaeota	BH	1035.4	0	0	108.5	97.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.9	0	110.1	0	340.9	1112	0	0	1042.1	0	0	45.7	434.5	0	0	0	0	84.2	0	0
NDWV01000006.1_72	Archaea	Euryarchaeota	BH	937.7	0	0	91.9	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.8	0	84.0	0	326.3	1130	0	0	995.2	0	0	35.7	423.7	0	0	0	0	78.1	0	0
NGFL01000001.1_112	Bacteria	unclassified Bacteria	NH	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFL01000014.1_2	Bacteria	unclassified Bacteria	NH	835.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.7	0	737.5	523	0	0	217.3	0	0	0	446.1	0	0	0	0	0	0	0
NGFL01000015.1_32	Bacteria	unclassified Bacteria	BH	1861.1	0	0	86.2	97.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4	0	79.7	0	88.0	0	1629.2	1311	0	0	273.2	0	0	11.6	513.6	0	0	63.2	12.5	0	0	11.0
NTMG01000085.1_17	Archaea	Euryarchaeota	BH	983.7	13.2	0	97.8	92.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.1	0	100.8	0	331.2	1135	0	0	1005.3	0	0	37.5	412.6	14.6	0	0	0	78.6	0	0
OAN62852.1	Bacteria	Balneolaeota	BH	1981	0	0	106.4	103.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.0	0	84.6	0	1836.9	1271	0	9.7	269.8	0	0	0	523.7	0	0	72.6	16.3	0	0	0
OAQ53348.1	Archaea	Euryarchaeota	BH	966.1	0	10.5	94.4	78.2	0	0	0	0	0	0	0	0	0	0	0	14.6	0	0	0	0	0	0	0	167.8	0	103.9	0	326.6	1135	0	0	1021.1	0	0	37.4	429.3	0	0	0	0	72.7	0	0
ODS39336.1	Archaea	Euryarchaeota	NH	288.8	0	0	46.3	90.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.7	0	0	0	113.6	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODS39401.1	Archaea	Euryarchaeota	NH	651.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.6	0	252.0	609	0	0	963.1	0	0	45.8	435.7	9.7	0	14.5	0	67.7	0	0
OFV67621.1	Archaea	Euryarchaeota	BH	981	0	0	98.8	92.4	0	0	0	0	0	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	180.2	0	104.8	0	331.2	1107	0	0	990.8	0	0	33.5	422.4	0	0	0	0	68.8	0	0
OGB73421.1	Bacteria	unclassified Bacteria	BH	1831	0	0	93.1	106.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.1	0	91.3	0	1510.7	1148	0	0	256.3	0	0	0	490.0	0	0	60.9	0	0	0	0
OGB74457.1	Bacteria	unclassified Bacteria	BH	1852.3	0	0	82.5	105.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.4	0	85.3	0	1512.9	1135	0	0	263.8	0	0	0	504.9	0	0	53.1	0	0	0	0
OGB75415.1	Bacteria	unclassified Bacteria	BH	1858.2	0	0	97.5	103.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.5	0	85.0	0	1522.5	1134	0	11.9	257.3	0	0	0	505.8	0	0	52.7	0	0	0	0
OGB77666.1	Bacteria	unclassified Bacteria	BH	1831	0	0	93.1	106.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.1	0	91.3	0	1510.7	1148	0	0	256.3	0	0	0	490.0	0	0	60.9	0	0	0	0
